strat,params,exit_mode,exit_label,exit_cfg,mh,train_N,train_EV,train_PnL,train_PF,train_WR,test_N,test_EV,test_PnL,test_PF,test_WR,test_max_dd,test_t_stat,full_N,full_EV,full_PnL,full_PF,full_WR,full_max_dd,full_final_equity,full_sharpe,full_t_stat,symbol,tf,combined_N
EMA_CROSS,"{""fast"": 9, ""slow"": 30}",chandelier,CHAN_3.5,"{""mode"": ""chandelier"", ""chandelier_atr_mult"": 3.5, ""label"": ""CHAN_3.5""}",36,26,4.822251199668186,125.37853119137282,3.1103023055213823,30.76923076923077,16,1.6443609638630892,26.309775421809427,1.448228507671732,37.5,-16.407286557487904,0.46238503256785285,44,3.1040231243133163,136.57701746978591,2.0251904325892465,31.818181818181817,-26.3792939216615,2.0035369553520517,0.9154484934268866,0.9154484934268866,ICPUSDT,4h,42
EMA_CROSS,"{""fast"": 12, ""slow"": 30}",chandelier,CHAN_3.5,"{""mode"": ""chandelier"", ""chandelier_atr_mult"": 3.5, ""label"": ""CHAN_3.5""}",36,24,4.985973308392059,119.66335940140942,3.1015577976649578,37.5,14,1.1377170809261863,15.928039132966608,1.304919616869161,28.57142857142857,-17.259759198309787,0.3198584133310447,39,3.3752138356429517,131.6333395900751,2.1635045337480183,33.33333333333333,-19.69112598861138,1.9945880839601284,0.9035990730818959,0.9035990730818959,ICPUSDT,4h,38
EMA_CROSS,"{""fast"": 5, ""slow"": 30}",chandelier,CHAN_3.5,"{""mode"": ""chandelier"", ""chandelier_atr_mult"": 3.5, ""label"": ""CHAN_3.5""}",36,33,3.117563032558703,102.8795800744372,2.1218079934849055,30.303030303030305,17,1.7931432963138907,30.48343603733614,1.5004808454406187,35.294117647058826,-14.531918606894296,0.5198105452506181,52,2.296328987893357,119.40910737045456,1.7168664256219763,30.76923076923077,-37.07468130519031,1.6355764221795357,0.7867557592124216,0.7867557592124216,ICPUSDT,4h,50
EMA_CROSS,"{""fast"": 9, ""slow"": 50}",chandelier,CHAN_3.5,"{""mode"": ""chandelier"", ""chandelier_atr_mult"": 3.5, ""label"": ""CHAN_3.5""}",36,25,3.3786412386992977,84.46603096748244,2.0013928156672565,24.0,13,2.431044752849667,31.60358178704567,1.6784589448140859,30.76923076923077,-15.387284774751123,0.6088139521529856,39,2.7434382438990337,106.99409151206231,1.7642135356198507,25.64102564102564,-40.11798729324394,1.5235524331819883,0.723158395505535,0.723158395505535,ICPUSDT,4h,38
EMA_CROSS,"{""fast"": 9, ""slow"": 30}",chandelier,CHAN_3.5,"{""mode"": ""chandelier"", ""chandelier_atr_mult"": 3.5, ""label"": ""CHAN_3.5""}",24,26,2.370362927871114,61.62943612464896,2.090947713419203,38.46153846153847,16,3.581657434961683,57.30651895938693,2.154828497169309,43.75,-13.803439742115179,0.8890990656449136,44,2.3596514986508996,103.82466594063959,1.856453020215478,38.63636363636363,-20.087628819246305,2.071878188426145,1.2027077881033612,1.2027077881033612,ICPUSDT,4h,42
ADX_TREND,"{""adx_period"": 14, ""adx_thresh"": 25, ""adx_rising"": true}",chandelier,CHAN_3.5,"{""mode"": ""chandelier"", ""chandelier_atr_mult"": 3.5, ""label"": ""CHAN_3.5""}",36,35,2.664649522099505,93.26273327348267,1.699227109652004,25.71428571428571,21,1.0730833358210248,22.53475005224152,1.3124373766991413,38.095238095238095,-19.09284142109412,0.3980379005203544,58,1.736853211491917,100.73748626653119,1.4567238940452572,29.310344827586203,-48.50117634477037,1.0485842750039918,0.535147515481805,0.535147515481805,ICPUSDT,4h,56
EMA_CROSS,"{""fast"": 12, ""slow"": 30}",chandelier,CHAN_3.5,"{""mode"": ""chandelier"", ""chandelier_atr_mult"": 3.5, ""label"": ""CHAN_3.5""}",24,25,2.0317763540026936,50.79440885006734,1.9284043046538828,44.0,14,2.673065919141549,37.42292286798168,1.7872284559086375,42.857142857142854,-17.259759198309794,0.6614791808607647,40,2.1064818193437045,84.25927277374818,1.79334847207737,42.5,-17.259759198309805,1.8065644439950173,1.081016300576539,1.081016300576539,ICPUSDT,4h,39
DIVERGENCE,"{""pivot_period"": 3, ""min_score"": 2, ""use_trend"": false, ""ema_len"": 50, ""max_bars"": 100, ""max_pivots"": 8}",chandelier,CHAN_3.5,"{""mode"": ""chandelier"", ""chandelier_atr_mult"": 3.5, ""label"": ""CHAN_3.5""}",36,49,1.6426646285592439,80.49056679940296,1.6086114260195152,38.775510204081634,34,0.0705486922492463,2.398655536474374,1.0203679474900587,26.47058823529412,-41.8182239963699,0.03849257966604295,86,0.9220979174254673,79.30042089859019,1.3105517195997731,33.72093023255814,-52.16145150766206,1.1690042425274294,0.5792101050074356,0.5792101050074356,ICPUSDT,4h,83
EMA_CROSS,"{""fast"": 20, ""slow"": 50}",chandelier,CHAN_3.5,"{""mode"": ""chandelier"", ""chandelier_atr_mult"": 3.5, ""label"": ""CHAN_3.5""}",36,23,1.6124293749675573,37.085875624253816,1.3686035950128999,21.73913043478261,8,5.701593828865661,45.61275063092529,3.7186737534288925,50.0,-6.4436014967066235,1.09239456886387,32,2.3512016342613062,75.2384522963618,1.6026328980725806,28.125,-53.16645065399682,1.2833943860560062,0.5930273349361743,0.5930273349361743,ICPUSDT,4h,31
EMA_CROSS,"{""fast"": 12, ""slow"": 50}",chandelier,CHAN_3.5,"{""mode"": ""chandelier"", ""chandelier_atr_mult"": 3.5, ""label"": ""CHAN_3.5""}",36,26,1.6169280955993754,42.04013048558376,1.4006515337785739,19.230769230769234,11,4.442525360411339,48.867778964524724,2.7929275793094868,36.36363636363637,-9.990735704158226,0.998155809346172,39,1.8122861027832624,70.67915800854723,1.4637313335853641,23.076923076923077,-51.400460819387106,1.173899680470276,0.5403688146181523,0.5403688146181522,ICPUSDT,4h,37
EMA_CROSS,"{""fast"": 5, ""slow"": 30}",chandelier,CHAN_3.5,"{""mode"": ""chandelier"", ""chandelier_atr_mult"": 3.5, ""label"": ""CHAN_3.5""}",24,33,0.8879646408448603,29.30283314788039,1.3278228230967821,36.36363636363637,17,3.17003867154741,53.89065741630597,1.9632345111146647,35.294117647058826,-16.04715796342337,0.7763394355927056,52,1.3315304196705309,69.2395818228676,1.4346825470527922,34.61538461538461,-37.84230469815492,1.413186721661653,0.7486673487999819,0.7486673487999818,ICPUSDT,4h,50
EMA_CROSS,"{""fast"": 9, ""slow"": 30}",chandelier,CHAN_3.0,"{""mode"": ""chandelier"", ""chandelier_atr_mult"": 3.0, ""label"": ""CHAN_3.0""}",24,27,1.6699312994841162,45.08814508607114,1.8781307731571217,40.74074074074074,17,2.117771741064064,36.00211959808909,1.7493373845165168,35.294117647058826,-14.824891894689696,0.5908590597040355,46,1.502166058601078,69.09963869564959,1.6203870793587367,36.95652173913043,-21.98008810418253,1.545085492848978,0.8717922588427522,0.8717922588427522,ICPUSDT,4h,44
EMA_CROSS,"{""fast"": 9, ""slow"": 30}",hybrid,HYBRID_1.0_2.5_noTP,"{""mode"": ""hybrid"", ""initial_sl_atr_mult"": 1.0, ""chandelier_atr_mult"": 2.5, ""tp_atr_mult"": null, ""label"": ""HYBRID_1.0_2.5_noTP""}",24,28,0.5346815479658534,14.971083343043897,1.3739258826461331,39.285714285714285,20,2.928550673284639,58.57101346569278,2.9446667400080817,35.0,-10.605082800919801,1.0179176869040418,50,1.3627566885088476,68.13783442544238,1.9017637910409662,36.0,-12.150476555917654,1.6863977201907816,1.0813389338703556,1.0813389338703554,ICPUSDT,4h,48
ADX_TREND,"{""adx_period"": 14, ""adx_thresh"": 25, ""adx_rising"": true}",chandelier,CHAN_3.5,"{""mode"": ""chandelier"", ""chandelier_atr_mult"": 3.5, ""label"": ""CHAN_3.5""}",24,38,1.2994675451204145,49.37976671457575,1.3922911830224087,28.947368421052634,24,1.0721652056820772,25.731964936369852,1.2917209406327448,41.66666666666667,-24.26627126077266,0.4027380999107944,64,1.0395019175049443,66.52812272031643,1.2987793982206586,32.8125,-43.61048802420512,1.198194304707712,0.6081290531411124,0.6081290531411124,ICPUSDT,4h,62
EMA_CROSS,"{""fast"": 9, ""slow"": 30}",atr,ATR_2.5_1.5,"{""mode"": ""atr"", ""tp_atr_mult"": 2.5, ""sl_atr_mult"": 1.5, ""label"": ""ATR_2.5_1.5""}",24,27,2.006067677550195,54.163827293855256,2.6253303374888186,62.96296296296296,19,0.98976284880593,18.80549412731267,1.4673296063039165,47.368421052631575,-12.602018647055962,0.7527577009465583,48,1.3774435504785394,66.11729042296989,1.822178825121382,54.166666666666664,-17.521010098431862,1.8209948501015434,1.905391349864714,1.905391349864714,ICPUSDT,4h,46
EMA_CROSS,"{""fast"": 9, ""slow"": 30}",atr,ATR_2.0_1.5,"{""mode"": ""atr"", ""tp_atr_mult"": 2.0, ""sl_atr_mult"": 1.5, ""label"": ""ATR_2.0_1.5""}",24,27,1.8556484975866563,50.10250943483972,2.8897842197189365,70.37037037037037,19,0.7640975915922533,14.517854240252813,1.398877077893418,52.63157894736842,-12.602018647055962,0.6747978732655161,48,1.3642082093268124,65.481994047687,1.9645441330490891,62.5,-17.52101009843186,1.8368381361085278,2.2068823600651304,2.2068823600651304,ICPUSDT,4h,46
EMA_CROSS,"{""fast"": 12, ""slow"": 30}",chandelier,CHAN_3.0,"{""mode"": ""chandelier"", ""chandelier_atr_mult"": 3.0, ""label"": ""CHAN_3.0""}",24,25,1.8017844285828288,45.04461071457072,2.012247347146864,40.0,16,1.403239768515096,22.451836296241535,1.4110174719186868,31.25,-20.468745369569348,0.3960879235212947,42,1.5503745862268161,65.11573262152628,1.6415005634316906,35.714285714285715,-20.46874536956933,1.5356357975413666,0.8857221096208335,0.8857221096208335,ICPUSDT,4h,41
EMA_CROSS,"{""fast"": 9, ""slow"": 50}",chandelier,CHAN_3.5,"{""mode"": ""chandelier"", ""chandelier_atr_mult"": 3.5, ""label"": ""CHAN_3.5""}",24,25,0.9596970432350878,23.992426080877195,1.3111689579475234,40.0,13,3.744957535145203,48.68444795688764,2.1095952584675812,30.76923076923077,-15.387284774751112,0.8299438929906806,39,1.6308039178281812,63.601352795299064,1.4890321752185915,35.8974358974359,-27.479302879083033,1.4337790306533413,0.7767633316390424,0.7767633316390425,ICPUSDT,4h,38
EMA_CROSS,"{""fast"": 9, ""slow"": 30}",hybrid,HYBRID_2.0_2.5_noTP,"{""mode"": ""hybrid"", ""initial_sl_atr_mult"": 2.0, ""chandelier_atr_mult"": 2.5, ""tp_atr_mult"": null, ""label"": ""HYBRID_2.0_2.5_noTP""}",24,27,1.0580024010162248,28.56606482743807,1.8351272166786599,51.85185185185185,20,2.1426942414804198,42.8538848296084,1.9349410688349475,35.0,-15.287387811361944,0.7198995606590106,49,1.2842663280410325,62.92905007401059,1.7108019640243455,42.857142857142854,-19.22785313806137,1.5833438876638124,0.9711871723653998,0.9711871723653998,ICPUSDT,4h,47
EMA_CROSS,"{""fast"": 9, ""slow"": 30}",chandelier,CHAN_2.5,"{""mode"": ""chandelier"", ""chandelier_atr_mult"": 2.5, ""label"": ""CHAN_2.5""}",24,27,0.9709491932256159,26.21562821709163,1.717134531365399,51.85185185185185,19,2.374551511201773,45.11647871283369,2.004892255896973,36.84210526315789,-14.551895994636368,0.754792774515528,48,1.2770393488962226,61.29788874701868,1.6700165129152065,43.75,-22.314570754053157,1.5507756895597864,0.9361134212344286,0.9361134212344286,ICPUSDT,4h,46
EMA_CROSS,"{""fast"": 9, ""slow"": 30}",atr,ATR_2.5_1.5,"{""mode"": ""atr"", ""tp_atr_mult"": 2.5, ""sl_atr_mult"": 1.5, ""label"": ""ATR_2.5_1.5""}",36,27,1.7545523448567624,47.372913311132585,2.22580357561377,59.25925925925925,19,0.98976284880593,18.80549412731267,1.4673296063039165,47.368421052631575,-12.602018647055962,0.7527577009465583,47,1.3018025065806418,61.18471780929016,1.7294278300985366,53.191489361702125,-17.521010098431837,1.7310585677840704,1.7360281661350128,1.736028166135013,ICPUSDT,4h,46
EMA_CROSS,"{""fast"": 9, ""slow"": 30}",chandelier,CHAN_3.5,"{""mode"": ""chandelier"", ""chandelier_atr_mult"": 3.5, ""label"": ""CHAN_3.5""}",12,27,0.9346261903165496,25.234907138546838,1.5849224894985057,48.148148148148145,17,2.4281277305119238,41.278171418702705,1.9328780621105495,47.05882352941176,-11.992699611785195,0.927324155977319,46,1.306789922625225,60.11233644076035,1.6100066726177098,47.82608695652174,-16.54653129307668,1.5940710783856933,1.1143499232866845,1.1143499232866845,ICPUSDT,4h,44
DIVERGENCE,"{""pivot_period"": 3, ""min_score"": 2, ""use_trend"": false, ""ema_len"": 50, ""max_bars"": 100, ""max_pivots"": 8}",chandelier,CHAN_3.5,"{""mode"": ""chandelier"", ""chandelier_atr_mult"": 3.5, ""label"": ""CHAN_3.5""}",24,52,1.0090249803306572,52.46929897719418,1.3934855788146934,42.30769230769231,35,0.4948602704986531,17.32010946745286,1.1464874062094708,31.428571428571427,-36.538623504321244,0.28945672584505594,90,0.6669259911817598,60.02333920635838,1.228145209120052,37.77777777777778,-44.39095579914743,1.1855454153895546,0.5856205078393284,0.5856205078393285,ICPUSDT,4h,87
EMA_CROSS,"{""fast"": 5, ""slow"": 30}",chandelier,CHAN_3.0,"{""mode"": ""chandelier"", ""chandelier_atr_mult"": 3.0, ""label"": ""CHAN_3.0""}",24,33,0.9625585781973394,31.764433080512198,1.4206912470875133,36.36363636363637,18,2.1423199639927883,38.56175935187019,1.8015680005136783,33.33333333333333,-15.588739345979787,0.5934971850400836,53,1.1228659601867805,59.511895889899364,1.4427061354361599,33.9622641509434,-32.1775432569324,1.360231975029311,0.701959474767416,0.7019594747674162,ICPUSDT,4h,51
EMA_CROSS,"{""fast"": 9, ""slow"": 30}",atr,ATR_2.0_1.5,"{""mode"": ""atr"", ""tp_atr_mult"": 2.0, ""sl_atr_mult"": 1.5, ""label"": ""ATR_2.0_1.5""}",36,27,1.6041331648932233,43.31159545211703,2.3605497065620153,66.66666666666666,19,0.7640975915922533,14.517854240252813,1.398877077893418,52.63157894736842,-12.602018647055962,0.6747978732655161,48,1.2227308346867567,58.691080064964325,1.8016739363677372,60.416666666666664,-17.52101009843186,1.7136783976310388,1.9270324277670472,1.9270324277670472,ICPUSDT,4h,46
EMA_CROSS,"{""fast"": 12, ""slow"": 30}",hybrid,HYBRID_2.0_2.5_noTP,"{""mode"": ""hybrid"", ""initial_sl_atr_mult"": 2.0, ""chandelier_atr_mult"": 2.5, ""tp_atr_mult"": null, ""label"": ""HYBRID_2.0_2.5_noTP""}",24,25,0.9676785550246079,24.191963875615198,1.7366658793524739,44.0,19,1.6776372637582302,31.875108011406372,1.6878912851803873,26.31578947368421,-19.420658493738074,0.5812656393414881,45,1.202209926743752,54.09944670346884,1.6667021498145904,35.55555555555556,-19.420658493738074,1.4851291973302454,0.9093630422404136,0.9093630422404135,ICPUSDT,4h,44
EMA_CROSS,"{""fast"": 9, ""slow"": 30}",atr,ATR_2.0_1.5,"{""mode"": ""atr"", ""tp_atr_mult"": 2.0, ""sl_atr_mult"": 1.5, ""label"": ""ATR_2.0_1.5""}",12,27,1.605951839263459,43.3606996601134,2.6585882249387733,66.66666666666666,20,0.4926553547633777,9.853107095267553,1.2808325550879787,50.0,-10.260246549150489,0.5016150875440504,49,1.1035803495505188,54.07543712797542,1.8167453976721442,59.183673469387756,-15.311039178909997,1.6483558704225139,1.927447732458939,1.9274477324589387,ICPUSDT,4h,47
EMA_CROSS,"{""fast"": 9, ""slow"": 30}",atr,ATR_2.5_1.5,"{""mode"": ""atr"", ""tp_atr_mult"": 2.5, ""sl_atr_mult"": 1.5, ""label"": ""ATR_2.5_1.5""}",12,27,1.6660697567301772,44.98388343171479,2.364982115732876,59.25925925925925,20,0.46131498586259684,9.226299717251937,1.2370041372491298,45.0,-10.260246549150489,0.42291209101131305,49,1.1016880700400138,53.98271543196067,1.7023103962673143,53.06122448979592,-15.311039178910004,1.6283853725014823,1.682300633198635,1.682300633198635,ICPUSDT,4h,47
EMA_CROSS,"{""fast"": 12, ""slow"": 30}",chandelier,CHAN_2.5,"{""mode"": ""chandelier"", ""chandelier_atr_mult"": 2.5, ""label"": ""CHAN_2.5""}",24,25,1.048177107176394,26.204427679409847,1.8500385244963882,44.0,19,1.4779924589463516,28.08185671998068,1.560173153385013,26.31578947368421,-20.874050254238867,0.5066073717644821,45,1.1626368714630624,52.318659215837805,1.6309105371962611,35.55555555555556,-20.874050254238846,1.4556441061499703,0.8737512184358679,0.873751218435868,ICPUSDT,4h,44
BREAKOUT,"{""breakout_period"": 50}",hybrid,HYBRID_1.5_2.5_3.0,"{""mode"": ""hybrid"", ""initial_sl_atr_mult"": 1.5, ""chandelier_atr_mult"": 2.5, ""tp_atr_mult"": 3.0, ""label"": ""HYBRID_1.5_2.5_3.0""}",24,21,1.7653663756026252,37.07269388765513,1.7368186679797268,38.095238095238095,14,1.4362680104412544,20.10775214617756,1.496044033117296,42.857142857142854,-13.173005095832846,0.6528100611841825,36,1.4351166242666262,51.664198473598546,1.536119117928993,38.88888888888889,-21.01605038478482,1.469945489269802,0.9593941597653155,0.9593941597653155,ICPUSDT,4h,35
EMA_CROSS,"{""fast"": 9, ""slow"": 30}",atr_trail,TRAIL_2.5,"{""mode"": ""atr_trail"", ""trail_atr_mult"": 2.5, ""label"": ""TRAIL_2.5""}",24,27,0.8840821367258703,23.870217691598498,1.6223078763491445,48.148148148148145,20,1.8196842312885912,36.393684625771826,1.7201794821682175,35.0,-18.75234183432812,0.6055608105516488,49,1.0250955945808913,50.229684134463675,1.507750206502907,40.816326530612244,-27.084011333446917,1.387230116935455,0.7635371905536058,0.7635371905536059,ICPUSDT,4h,47
BREAKOUT,"{""breakout_period"": 50}",hybrid,HYBRID_1.5_2.5_3.0,"{""mode"": ""hybrid"", ""initial_sl_atr_mult"": 1.5, ""chandelier_atr_mult"": 2.5, ""tp_atr_mult"": 3.0, ""label"": ""HYBRID_1.5_2.5_3.0""}",36,21,1.6844926113383578,35.374344838105515,1.703064032067755,38.095238095238095,14,1.4362680104412544,20.10775214617756,1.496044033117296,42.857142857142854,-13.173005095832846,0.6528100611841825,36,1.3879402617791368,49.965849424048926,1.5184953587053718,38.88888888888889,-21.016050384784837,1.4456497302931022,0.9281318522180715,0.9281318522180714,ICPUSDT,4h,35
EMA_CROSS,"{""fast"": 12, ""slow"": 30}",hybrid,HYBRID_1.0_2.5_noTP,"{""mode"": ""hybrid"", ""initial_sl_atr_mult"": 1.0, ""chandelier_atr_mult"": 2.5, ""tp_atr_mult"": null, ""label"": ""HYBRID_1.0_2.5_noTP""}",24,26,0.8739156397231216,22.72180663280116,1.7200424361780842,38.46153846153847,19,1.5170839369635534,28.824594802307512,1.767624150767116,21.052631578947366,-17.85354401867209,0.5485044594125601,46,1.077799483729477,49.578776251555944,1.6975633137719621,30.434782608695656,-17.8535440186721,1.4399131323677141,0.8690159529035243,0.8690159529035243,ICPUSDT,4h,45
BREAKOUT,"{""breakout_period"": 20}",hybrid,HYBRID_1.5_2.5_3.0,"{""mode"": ""hybrid"", ""initial_sl_atr_mult"": 1.5, ""chandelier_atr_mult"": 2.5, ""tp_atr_mult"": 3.0, ""label"": ""HYBRID_1.5_2.5_3.0""}",24,38,0.6360159369344761,24.16860560351009,1.2880409182814099,28.947368421052634,22,0.7961129551807367,17.514485013976206,1.3073931043532059,40.909090909090914,-22.540681166289236,0.5294833383321407,61,0.8092591936569372,49.36481081307317,1.3503924872955597,34.42622950819672,-31.659689404170376,1.4082276526011153,0.8577368701134622,0.8577368701134621,ICPUSDT,4h,60
BREAKOUT,"{""breakout_period"": 20}",atr,ATR_3.0_1.5,"{""mode"": ""atr"", ""tp_atr_mult"": 3.0, ""sl_atr_mult"": 1.5, ""label"": ""ATR_3.0_1.5""}",36,37,0.3247293770456389,12.014986950688641,1.1194986595204637,29.72972972972973,21,1.3699057562867751,28.768020882022277,1.5321778450279495,47.61904761904761,-22.540681166289236,0.8553105102810582,59,0.8214360682762338,48.4647280282978,1.3134803832339148,37.28813559322034,-39.523710399296355,1.3820140977191544,0.8173974988688469,0.8173974988688469,ICPUSDT,4h,58
BREAKOUT,"{""breakout_period"": 20}",hybrid,HYBRID_1.5_2.5_3.0,"{""mode"": ""hybrid"", ""initial_sl_atr_mult"": 1.5, ""chandelier_atr_mult"": 2.5, ""tp_atr_mult"": 3.0, ""label"": ""HYBRID_1.5_2.5_3.0""}",36,38,0.5913225408936968,22.47025655396048,1.267800031081712,28.947368421052634,22,0.7961129551807367,17.514485013976206,1.3073931043532059,40.909090909090914,-22.540681166289236,0.5294833383321407,61,0.7814174059594025,47.66646176352355,1.3383375692686048,34.42622950819672,-31.659689404170376,1.3849519870191789,0.8287065820150369,0.8287065820150369,ICPUSDT,4h,60
